HASHTAG FILE relative_frequency_H_C  frequency_H_in_C  frequency_H_overall  count_H_in_C count_hashtags_in_C count_H_entire_dataset count_hashtags_entire_dataset
FreeFall 1033848682930728961.hashtags 9438.33333333333536106486  .33333333333333333333  .00003531696980399081  1 3 1 28315
TyreSampson 1033848682930728961.hashtags 9438.33333333333402483282  .66666666666666666666  .00007063393960798163  2 3 2 28315
GDCxTEN_SpecialStage 1033994695595065347.hashtags 524.35185185185186550772  .16666666666666666666  .00031785272823591735  2 12 9 28315
TEN_AestheticStage 1033994695595065347.hashtags 589.89583333333333477710  .16666666666666666666  .00028253575843192654  2 12 8 28315
LeaderTEN 1033994695595065347.hashtags 1179.79166666666669743956  .25000000000000000000  .00021190181882394490  3 12 6 28315
GDCxTEN_SpecialStage 1033994695595065347.hashtags 524.35185185185186550772  .16666666666666666666  .00031785272823591735  2 12 9 28315
TEN_AestheticStage 1033994695595065347.hashtags 589.89583333333333477710  .16666666666666666666  .00028253575843192654  2 12 8 28315
LeaderTEN 1033994695595065347.hashtags 1179.79166666666669743956  .25000000000000000000  .00021190181882394490  3 12 6 28315
WayV 1033994695595065347.hashtags 337.08333333333333756710  .08333333333333333333  .00024721878862793572  1 12 7 28315
WeiShenV 1033994695595065347.hashtags 2359.58333333333384019542  .08333333333333333333  .00003531696980399081  1 12 1 28315
威神V 1033994695595065347.hashtags 1179.79166666666675306870  .08333333333333333333  .00007063393960798163  1 12 2 28315
TEN 1033994695595065347.hashtags 205.18115942028985558080  .66666666666666666666  .00324916122196715521  8 12 92 28315
李永钦 1033994695595065347.hashtags 131.08796296296296431484  .08333333333333333333  .00063570545647183471  1 12 18 28315
LeaderTEN 1033994695595065347.hashtags 1179.79166666666669743956  .25000000000000000000  .00021190181882394490  3 12 6 28315
ChildRapists 1034675221452578816.hashtags 7078.75000000000152086943  .25000000000000000000  .00003531696980399081  1 4 1 28315
SpookyPIE 1034675221452578816.hashtags 7078.75000000000152086943  .25000000000000000000  .00003531696980399081  1 4 1 28315
UncleJeffrey 1034675221452578816.hashtags 7078.75000000000152086943  .25000000000000000000  .00003531696980399081  1 4 1 28315
RoyCohn 1034675221452578816.hashtags 7078.75000000000152086943  .25000000000000000000  .00003531696980399081  1 4 1 28315
COVID19 1034875037877186560.hashtags 24.24229452054794520701  1.00000000000000000000  .04125022073106127494  2 2 1168 28315
COVID19 1034875037877186560.hashtags 24.24229452054794520701  1.00000000000000000000  .04125022073106127494  2 2 1168 28315
Apollo 103652294.hashtags 2359.58333333333339487913  .25000000000000000000  .00010595090941197245  1 4 3 28315
OTD 103652294.hashtags 558.84868421052631926168  .75000000000000000000  .00134204485255165106  3 4 38 28315
OTD 103652294.hashtags 558.84868421052631926168  .75000000000000000000  .00134204485255165106  3 4 38 28315
OTD 103652294.hashtags 558.84868421052631926168  .75000000000000000000  .00134204485255165106  3 4 38 28315
RelistWolves 1038241060516900864.hashtags 2359.58333333333339487913  .50000000000000000000  .00021190181882394490  1 2 6 28315
SoftOnRussia 1038241060516900864.hashtags 4719.16666666666678975826  .50000000000000000000  .00010595090941197245  1 2 3 28315
insiders 1038970825699774465.hashtags 108.48659003831417624917  .33333333333333333333  .00307257637294720113  1 3 87 28315
Insiders 1038970825699774465.hashtags 629.22222222222222675052  .66666666666666666666  .00105950909411972452  2 3 30 28315
Insiders 1038970825699774465.hashtags 629.22222222222222675052  .66666666666666666666  .00105950909411972452  2 3 30 28315
SWIFT 1040160799208161280.hashtags 449.44444444444445010295  .11111111111111111111  .00024721878862793572  1 9 7 28315
Russia 1040160799208161280.hashtags 1.57069950629611138864  .11111111111111111111  .07073989051739360762  1 9 2003 28315
Kyiv 1040160799208161280.hashtags 9.14567183462532299749  .11111111111111111111  .01214903761257284125  1 9 344 28315
Ukraine 1040160799208161280.hashtags 3.74983445901205138403  .44444444444444444444  .11852375066219318382  4 9 3356 28315
Lviv 1040160799208161280.hashtags 484.01709401709402619986  .22222222222222222222  .00045912060745188062  2 9 13 28315
Ukraine 1040160799208161280.hashtags 3.74983445901205138403  .44444444444444444444  .11852375066219318382  4 9 3356 28315
Lviv 1040160799208161280.hashtags 484.01709401709402619986  .22222222222222222222  .00045912060745188062  2 9 13 28315
Ukraine 1040160799208161280.hashtags 3.74983445901205138403  .44444444444444444444  .11852375066219318382  4 9 3356 28315
Ukraine 1040160799208161280.hashtags 3.74983445901205138403  .44444444444444444444  .11852375066219318382  4 9 3356 28315
FlaminHot_partner 104040220.hashtags 4719.16666666666701241641  .33333333333333333333  .00007063393960798163  2 6 2 28315
FlaminHot_partner 104040220.hashtags 4719.16666666666701241641  .33333333333333333333  .00007063393960798163  2 6 2 28315
FlaminHot_Partner 104040220.hashtags 4719.16666666666768039085  .16666666666666666666  .00003531696980399081  1 6 1 28315
OffTheeLeash 104040220.hashtags 4719.16666666666768039085  .16666666666666666666  .00003531696980399081  1 6 1 28315
SnapChat 104040220.hashtags 4719.16666666666768039085  .16666666666666666666  .00003531696980399081  1 6 1 28315
iheartawards2022 104040220.hashtags 4719.16666666666768039085  .16666666666666666666  .00003531696980399081  1 6 1 28315
Russia 1042307696.hashtags 8.48177733399900149876  .60000000000000000000  .07073989051739360762  6 10 2003 28315
Russia 1042307696.hashtags 8.48177733399900149876  .60000000000000000000  .07073989051739360762  6 10 2003 28315
Georgia 1042307696.hashtags 235.95833333333333392027  .10000000000000000000  .00042380363764788981  1 10 12 28315
Ukraine 1042307696.hashtags .84371275327771156141  .10000000000000000000  .11852375066219318382  1 10 3356 28315
UN 1042307696.hashtags 42.26119402985074641843  .10000000000000000000  .00236623697686738477  1 10 67 28315
Russia 1042307696.hashtags 8.48177733399900149876  .60000000000000000000  .07073989051739360762  6 10 2003 28315
Russia 1042307696.hashtags 8.48177733399900149876  .60000000000000000000  .07073989051739360762  6 10 2003 28315
Russia 1042307696.hashtags 8.48177733399900149876  .60000000000000000000  .07073989051739360762  6 10 2003 28315
Lithuania 1042307696.hashtags 353.93750000000000088041  .10000000000000000000  .00028253575843192654  1 10 8 28315
Russia 1042307696.hashtags 8.48177733399900149876  .60000000000000000000  .07073989051739360762  6 10 2003 28315
cdnpoli 104233325.hashtags 69.39950980392156870375  .25000000000000000000  .00360233092000706339  1 4 102 28315
onloli 104233325.hashtags 7078.75000000000152086943  .25000000000000000000  .00003531696980399081  1 4 1 28315
ableg 104233325.hashtags 51.29528985507246384308  .25000000000000000000  .00487374183295073282  1 4 138 28315
trucktax 104233325.hashtags 7078.75000000000152086943  .25000000000000000000  .00003531696980399081  1 4 1 28315
CovidIsNotOver 1043745428879986689.hashtags 186.28289473684210572653  .50000000000000000000  .00268408970510330213  1 2 76 28315
auspol 1043745428879986689.hashtags 39.99293785310734465227  .50000000000000000000  .01250220731061274942  1 2 354 28315
EndTheFilibuster 1045110787.hashtags 2359.58333333333339487913  .25000000000000000000  .00010595090941197245  1 4 3 28315
SistersInLaw 1045110787.hashtags 544.51923076923077948029  .25000000000000000000  .00045912060745188062  1 4 13 28315
putinislying 1045110787.hashtags 7078.75000000000051869540  .50000000000000000000  .00007063393960798163  2 4 2 28315
putinislying 1045110787.hashtags 7078.75000000000051869540  .50000000000000000000  .00007063393960798163  2 4 2 28315
USS 104594451.hashtags 382.63513513513513535489  1.00000000000000000000  .00261345576549532050  2 2 74 28315
USS 104594451.hashtags 382.63513513513513535489  1.00000000000000000000  .00261345576549532050  2 2 74 28315
criminals 1045976040877756421.hashtags 1887.66666666666707204308  .06666666666666666666  .00003531696980399081  1 15 1 28315
secrets 1045976040877756421.hashtags 1887.66666666666707204308  .06666666666666666666  .00003531696980399081  1 15 1 28315
indictments 1045976040877756421.hashtags 1887.66666666666707204308  .06666666666666666666  .00003531696980399081  1 15 1 28315
IStandWithUkriane 1045976040877756421.hashtags 125.84444444444444533877  .06666666666666666666  .00052975454705986226  1 15 15 28315
Resist 1045976040877756421.hashtags 63.98870056497175164677  .13333333333333333333  .00208370121843545823  2 15 59 28315
Resistance 1045976040877756421.hashtags 78.65277777777777796556  .06666666666666666666  .00084760727529577962  1 15 24 28315
corruption 1045976040877756421.hashtags 629.22222222222223857151  .06666666666666666666  .00010595090941197245  1 15 3 28315
zelinsky 1045976040877756421.hashtags 1887.66666666666707204308  .06666666666666666666  .00003531696980399081  1 15 1 28315
insurrection 1045976040877756421.hashtags 269.66666666666667003750  .06666666666666666666  .00024721878862793572  1 15 7 28315
abuse 1045976040877756421.hashtags 629.22222222222223857151  .06666666666666666666  .00010595090941197245  1 15 3 28315
recovery 1045976040877756421.hashtags 1887.66666666666707204308  .06666666666666666666  .00003531696980399081  1 15 1 28315
BBB 1045976040877756421.hashtags 314.61111111111111928575  .06666666666666666666  .00021190181882394490  1 15 6 28315
Ukrainian 1045976040877756421.hashtags 6.20942982456140351202  .06666666666666666666  .01073635882041320854  1 15 304 28315
invasion 1045976040877756421.hashtags 145.20512820512820784689  .06666666666666666666  .00045912060745188062  1 15 13 28315
offense 1045976040877756421.hashtags 1887.66666666666707204308  .06666666666666666666  .00003531696980399081  1 15 1 28315
COVID19 1046745148703608832.hashtags 3.03028681506849315087  .12500000000000000000  .04125022073106127494  1 8 1168 28315
Wales 1046745148703608832.hashtags 1264.06250000000001592718  .62500000000000000000  .00049443757725587144  5 8 14 28315
Wales 1046745148703608832.hashtags 1264.06250000000001592718  .62500000000000000000  .00049443757725587144  5 8 14 28315
Wales 1046745148703608832.hashtags 1264.06250000000001592718  .62500000000000000000  .00049443757725587144  5 8 14 28315
Wales 1046745148703608832.hashtags 1264.06250000000001592718  .62500000000000000000  .00049443757725587144  5 8 14 28315
Cardiff 1046745148703608832.hashtags 1179.79166666666669743956  .12500000000000000000  .00010595090941197245  1 8 3 28315
WALvFRA 1046745148703608832.hashtags 1769.68750000000012967385  .12500000000000000000  .00007063393960798163  1 8 2 28315
Wales 1046745148703608832.hashtags 1264.06250000000001592718  .62500000000000000000  .00049443757725587144  5 8 14 28315
MaleViolence 1047071760389165058.hashtags 7078.75000000000051869540  .50000000000000000000  .00007063393960798163  2 4 2 28315
MaleViolence 1047071760389165058.hashtags 7078.75000000000051869540  .50000000000000000000  .00007063393960798163  2 4 2 28315
WPUKManchester 1047071760389165058.hashtags 3539.37500000000025934770  .25000000000000000000  .00007063393960798163  1 4 2 28315
RapeBritian 1047071760389165058.hashtags 7078.75000000000152086943  .25000000000000000000  .00003531696980399081  1 4 1 28315
ableg 104711683.hashtags 205.18115942028985537235  1.00000000000000000000  .00487374183295073282  2 2 138 28315
ableg 104711683.hashtags 205.18115942028985537235  1.00000000000000000000  .00487374183295073282  2 2 138 28315
Almaty 1047372551482167296.hashtags 7078.75000000000051869540  .50000000000000000000  .00007063393960798163  1 2 2 28315
Kazakhstan 1047372551482167296.hashtags 1011.25000000000001274175  .50000000000000000000  .00049443757725587144  1 2 14 28315
SCOTUS 1048500676916076545.hashtags 555.19607843137255117126  1.00000000000000000000  .00180116546000353169  6 6 51 28315
SCOTUS 1048500676916076545.hashtags 555.19607843137255117126  1.00000000000000000000  .00180116546000353169  6 6 51 28315
SCOTUS 1048500676916076545.hashtags 555.19607843137255117126  1.00000000000000000000  .00180116546000353169  6 6 51 28315
SCOTUS 1048500676916076545.hashtags 555.19607843137255117126  1.00000000000000000000  .00180116546000353169  6 6 51 28315
SCOTUS 1048500676916076545.hashtags 555.19607843137255117126  1.00000000000000000000  .00180116546000353169  6 6 51 28315
SCOTUS 1048500676916076545.hashtags 555.19607843137255117126  1.00000000000000000000  .00180116546000353169  6 6 51 28315
Delphi 1048593008894128128.hashtags 9438.33333333333536106486  .33333333333333333333  .00003531696980399081  1 3 1 28315
techtwitter 1048593008894128128.hashtags 9438.33333333333536106486  .33333333333333333333  .00003531696980399081  1 3 1 28315
delphi 1048593008894128128.hashtags 4719.16666666666701241641  .33333333333333333333  .00007063393960798163  1 3 2 28315
Iran 1050478262009262080.hashtags 325.45977011494252874752  .33333333333333333333  .00102419212431573371  1 3 29 28315
IRGC 1050478262009262080.hashtags 4719.16666666666701241641  .33333333333333333333  .00007063393960798163  1 3 2 28315
Houthi 1050478262009262080.hashtags 9438.33333333333536106486  .33333333333333333333  .00003531696980399081  1 3 1 28315
DrewComments 105050227.hashtags 4719.16666666666701241641  .33333333333333333333  .00007063393960798163  2 6 2 28315
Pfizer 105050227.hashtags 393.26388888888888985140  .16666666666666666666  .00042380363764788981  1 6 12 28315
BioNTech 105050227.hashtags 4719.16666666666768039085  .16666666666666666666  .00003531696980399081  1 6 1 28315
COVID19 105050227.hashtags 4.04038242009132420100  .16666666666666666666  .04125022073106127494  1 6 1168 28315
DrewComments 105050227.hashtags 4719.16666666666701241641  .33333333333333333333  .00007063393960798163  2 6 2 28315
Ivermectin 105050227.hashtags 2359.58333333333350613741  .16666666666666666666  .00007063393960798163  1 6 2 28315
SNL 1050824274691416069.hashtags 1427.64705882352943313812  .85714285714285714285  .00060038848666784389  6 7 17 28315
SNL 1050824274691416069.hashtags 1427.64705882352943313812  .85714285714285714285  .00060038848666784389  6 7 17 28315
SNL 1050824274691416069.hashtags 1427.64705882352943313812  .85714285714285714285  .00060038848666784389  6 7 17 28315
SNL 1050824274691416069.hashtags 1427.64705882352943313812  .85714285714285714285  .00060038848666784389  6 7 17 28315
SNL 1050824274691416069.hashtags 1427.64705882352943313812  .85714285714285714285  .00060038848666784389  6 7 17 28315
SNL 1050824274691416069.hashtags 1427.64705882352943313812  .85714285714285714285  .00060038848666784389  6 7 17 28315
Oscars 1050824274691416069.hashtags 48.73493975903614474013  .14285714285714285714  .00293130849373123785  1 7 83 28315
GingerFerrell 1052497879.hashtags 5663.00000000000121669555  .20000000000000000000  .00003531696980399081  1 5 1 28315
InternationalWomensDay 1052497879.hashtags 113.26000000000000060242  .20000000000000000000  .00176584849019954087  1 5 50 28315
WomenStainedGlRRRRRRArtists 1052497879.hashtags 5663.00000000000121669555  .20000000000000000000  .00003531696980399081  1 5 1 28315
RosalindGrimshaw 1052497879.hashtags 5663.00000000000121669555  .20000000000000000000  .00003531696980399081  1 5 1 28315
StainedGlRRRRRR 1052497879.hashtags 5663.00000000000041495632  .40000000000000000000  .00007063393960798163  2 5 2 28315
r4today 1052522228.hashtags 1287.04545454545455693850  1.00000000000000000000  .00077697333568779798  1 1 22 28315
ManufactureOfDoubt 1052571889007251458.hashtags 28315.00000000000608347775  1.00000000000000000000  .00003531696980399081  1 1 1 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Ukraine 105327432.hashtags 1.29801962042724855599  .15384615384615384615  .11852375066219318382  8 52 3356 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Ukraine 105327432.hashtags 1.29801962042724855599  .15384615384615384615  .11852375066219318382  8 52 3356 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Ukraine 105327432.hashtags 1.29801962042724855599  .15384615384615384615  .11852375066219318382  8 52 3356 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Ukraine 105327432.hashtags 1.29801962042724855599  .15384615384615384615  .11852375066219318382  8 52 3356 28315
TuckyoRose 105327432.hashtags 326.71153846153847618385  .05769230769230769230  .00017658484901995408  3 52 5 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Ukraine 105327432.hashtags 1.29801962042724855599  .15384615384615384615  .11852375066219318382  8 52 3356 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Ukraine 105327432.hashtags 1.29801962042724855599  .15384615384615384615  .11852375066219318382  8 52 3356 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Ukraine 105327432.hashtags 1.29801962042724855599  .15384615384615384615  .11852375066219318382  8 52 3356 28315
TuckyoRose 105327432.hashtags 326.71153846153847618385  .05769230769230769230  .00017658484901995408  3 52 5 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Ukraine 105327432.hashtags 1.29801962042724855599  .15384615384615384615  .11852375066219318382  8 52 3356 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
TuckyoRose 105327432.hashtags 326.71153846153847618385  .05769230769230769230  .00017658484901995408  3 52 5 28315
Russia 105327432.hashtags 11.14592534275509812326  .78846153846153846153  .07073989051739360762  41 52 2003 28315
cbsla 105374246.hashtags 3539.37500000000000880419  .50000000000000000000  .00014126787921596327  4 8 4 28315
fire 105374246.hashtags 456.69354838709677637241  .50000000000000000000  .00109482606392371534  4 8 31 28315
cbsla 105374246.hashtags 3539.37500000000000880419  .50000000000000000000  .00014126787921596327  4 8 4 28315
fire 105374246.hashtags 456.69354838709677637241  .50000000000000000000  .00109482606392371534  4 8 31 28315
cbsla 105374246.hashtags 3539.37500000000000880419  .50000000000000000000  .00014126787921596327  4 8 4 28315
emeraldfire 105374246.hashtags 3539.37500000000025934770  .25000000000000000000  .00007063393960798163  2 8 2 28315
cbsla 105374246.hashtags 3539.37500000000000880419  .50000000000000000000  .00014126787921596327  4 8 4 28315
emeraldfire 105374246.hashtags 3539.37500000000025934770  .25000000000000000000  .00007063393960798163  2 8 2 28315
insiders 1054893957652434944.hashtags 81.36494252873563218769  .25000000000000000000  .00307257637294720113  1 4 87 28315
abc730 1054893957652434944.hashtags 262.17592592592592726545  .25000000000000000000  .00095355818470775207  1 4 27 28315
Qanda 1054893957652434944.hashtags 2359.58333333333339487913  .25000000000000000000  .00010595090941197245  1 4 3 28315
Insiders 1054893957652434944.hashtags 235.95833333333333503380  .25000000000000000000  .00105950909411972452  1 4 30 28315
Omicron 1055307732226531328.hashtags 10.62875375375375375985  .12500000000000000000  .01176055094472894225  2 16 333 28315
COVID19 1055307732226531328.hashtags 13.63629066780821917894  .56250000000000000000  .04125022073106127494  9 16 1168 28315
Omicron 1055307732226531328.hashtags 10.62875375375375375985  .12500000000000000000  .01176055094472894225  2 16 333 28315
COVID19 1055307732226531328.hashtags 13.63629066780821917894  .56250000000000000000  .04125022073106127494  9 16 1168 28315
COVID19 1055307732226531328.hashtags 13.63629066780821917894  .56250000000000000000  .04125022073106127494  9 16 1168 28315
COVID19 1055307732226531328.hashtags 13.63629066780821917894  .56250000000000000000  .04125022073106127494  9 16 1168 28315
Covid_19 1055307732226531328.hashtags 45.37660256410256429779  .06250000000000000000  .00137736182235564188  1 16 39 28315
ChronicIllness 1055307732226531328.hashtags 589.89583333333334871978  .06250000000000000000  .00010595090941197245  1 16 3 28315
COVID19 1055307732226531328.hashtags 13.63629066780821917894  .56250000000000000000  .04125022073106127494  9 16 1168 28315
SARSCoV2 1055307732226531328.hashtags 28.54334677419354839292  .06250000000000000000  .00218965212784743069  1 16 62 28315
COVID19 1055307732226531328.hashtags 13.63629066780821917894  .56250000000000000000  .04125022073106127494  9 16 1168 28315
COVID19 1055307732226531328.hashtags 13.63629066780821917894  .56250000000000000000  .04125022073106127494  9 16 1168 28315
COVID19 1055307732226531328.hashtags 13.63629066780821917894  .56250000000000000000  .04125022073106127494  9 16 1168 28315
COVID19 1055307732226531328.hashtags 13.63629066780821917894  .56250000000000000000  .04125022073106127494  9 16 1168 28315
COVID 1055307732226531328.hashtags 12.79852892833662064458  .68750000000000000000  .05371711107187003355  11 16 1521 28315
COVID 1055307732226531328.hashtags 12.79852892833662064458  .68750000000000000000  .05371711107187003355  11 16 1521 28315
couttsblockade 1058356950113509378.hashtags 4719.16666666666701241641  .33333333333333333333  .00007063393960798163  1 3 2 28315
insurrection 1058356950113509378.hashtags 1348.33333333333335030885  .33333333333333333333  .00024721878862793572  1 3 7 28315
AmbRRRRRRadorBridgeBlockade 1058356950113509378.hashtags 1048.70370370370373104690  .33333333333333333333  .00031785272823591735  1 3 9 28315
Ukraine 1058473484.hashtags .93745861475301284600  .11111111111111111111  .11852375066219318382  3 27 3356 28315
Ukrania 1058473484.hashtags 95.33670033670033753288  .03703703703703703703  .00038848666784389899  1 27 11 28315
UkraineWar 1058473484.hashtags 8.32304526748971194392  .03703703703703703703  .00444993819530284301  1 27 126 28315
Ukraine️ 1058473484.hashtags 6.59562077801071512397  .03703703703703703703  .00561539819883453999  1 27 159 28315
Ukrainian 1058473484.hashtags 3.44968323586744639526  .03703703703703703703  .01073635882041320854  1 27 304 28315
nature 1058473484.hashtags 52.43518518518518530565  .03703703703703703703  .00070633939607981635  1 27 20 28315
beautiful 1058473484.hashtags 209.74074074074075013083  .03703703703703703703  .00017658484901995408  1 27 5 28315
NaturePhotography 1058473484.hashtags 224.72222222222222505147  .11111111111111111111  .00049443757725587144  3 27 14 28315
photo 1058473484.hashtags 139.82716049382716149382  .14814814814814814814  .00105950909411972452  4 27 30 28315
SaturdayVibes 1058473484.hashtags 524.35185185185189017410  .03703703703703703703  .00007063393960798163  1 27 2 28315
photooftheday 1058473484.hashtags 524.35185185185189017410  .03703703703703703703  .00007063393960798163  1 27 2 28315
love 1058473484.hashtags 32.77199074074074081603  .03703703703703703703  .00113014303372770616  1 27 32 28315
family 1058473484.hashtags 74.90740740740740833700  .03703703703703703703  .00049443757725587144  1 27 14 28315
EarthDay2022 1058473484.hashtags 116.52263374485597009534  .03703703703703703703  .00031785272823591735  1 27 9 28315
EarthDay 1058473484.hashtags 63.55780022446689115182  .07407407407407407407  .00116546000353169698  2 27 33 28315
NaturePhotography 1058473484.hashtags 224.72222222222222505147  .11111111111111111111  .00049443757725587144  3 27 14 28315
Bears 1058473484.hashtags 699.13580246913582066647  .07407407407407407407  .00010595090941197245  2 27 3 28315
photo 1058473484.hashtags 139.82716049382716149382  .14814814814814814814  .00105950909411972452  4 27 30 28315
funny 1058473484.hashtags 699.13580246913582066647  .07407407407407407407  .00010595090941197245  2 27 3 28315
WhatsApp 1058473484.hashtags 1048.70370370370378048978  .07407407407407407407  .00007063393960798163  2 27 2 28315
USA 1058473484.hashtags 61.68845315904139474243  .07407407407407407407  .00120077697333568779  2 27 34 28315
NaturePhotography 1058473484.hashtags 224.72222222222222505147  .11111111111111111111  .00049443757725587144  3 27 14 28315
Bears 1058473484.hashtags 699.13580246913582066647  .07407407407407407407  .00010595090941197245  2 27 3 28315
photo 1058473484.hashtags 139.82716049382716149382  .14814814814814814814  .00105950909411972452  4 27 30 28315
funny 1058473484.hashtags 699.13580246913582066647  .07407407407407407407  .00010595090941197245  2 27 3 28315
WhatsApp 1058473484.hashtags 1048.70370370370378048978  .07407407407407407407  .00007063393960798163  2 27 2 28315
USA 1058473484.hashtags 61.68845315904139474243  .07407407407407407407  .00120077697333568779  2 27 34 28315
ClimateStrike 1060027756619202562.hashtags 685.04032258064516455862  .75000000000000000000  .00109482606392371534  3 4 31 28315
PeopleNotProfit 1060027756619202562.hashtags 884.84375000000000220104  .25000000000000000000  .00028253575843192654  1 4 8 28315
ClimateStrike 1060027756619202562.hashtags 685.04032258064516455862  .75000000000000000000  .00109482606392371534  3 4 31 28315
ClimateStrike 1060027756619202562.hashtags 685.04032258064516455862  .75000000000000000000  .00109482606392371534  3 4 31 28315
บวงสรวงclosefriend2 1060375401166397440.hashtags 898.88888888888890020590  .22222222222222222222  .00024721878862793572  2 9 7 28315
บวงสรวงclosefriend2 1060375401166397440.hashtags 898.88888888888890020590  .22222222222222222222  .00024721878862793572  2 9 7 28315
1M700KLoveUป๋าฟลุ้ค 1060375401166397440.hashtags 449.44444444444445010295  .22222222222222222222  .00049443757725587144  2 9 14 28315
1M700KLoveUป๋าฟลุ้ค 1060375401166397440.hashtags 449.44444444444445010295  .22222222222222222222  .00049443757725587144  2 9 14 28315
ออกกองCloseFriend2D2 1060375401166397440.hashtags 314.61111111111111634466  .11111111111111111111  .00035316969803990817  1 9 10 28315
เจ้าแก้มก้อน 1060375401166397440.hashtags 11.44040404040404041176  .11111111111111111111  .00971216669609747483  1 9 275 28315
fluke_natouch 1060375401166397440.hashtags 15.80960357342266892235  .11111111111111111111  .00702807699099417269  1 9 199 28315
ทำบุญขึ้นห้อง609 1060375401166397440.hashtags 224.72222222222222505147  .11111111111111111111  .00049443757725587144  1 9 14 28315
มายบลูสองขวบ 1060375401166397440.hashtags 286.01010101010101265014  .11111111111111111111  .00038848666784389899  1 9 11 28315
Ukraine 1060638590789734400.hashtags 4.21856376638855780708  .50000000000000000000  .11852375066219318382  29 58 3356 28315
Russia 1060638590789734400.hashtags 6.82441854459689775757  .48275862068965517241  .07073989051739360762  28 58 2003 28315
